1,219,336,242,,,
2,219,336,242,,,
3,219,336,242,,,
4,219,336,242,,,
5,219,336,279,,,
6,219,336,350,,,
7,219,336,350,,,
8,219,336,439,,,
9,219,335,522,,,
10,219,333,600,,,
11,219,331,653,,,
12,219,327,696,,,
13,220,310,793,,,
14,220,301,807,,,
15,220,291,810,,,
16,219,279,816,,,
17,218,267,818,,,
18,218,267,818,,,
19,217,255,820,,,
20,215,244,820,,,
21,214,235,816,,,
22,213,229,812,,,
23,213,229,812,,,
24,212,225,812,,,
25,211,223,814,,,
26,210,223,822,,,
27,209,224,822,,,
28,209,224,822,,,
29,207,227,820,,,
30,205,232,808,,,
31,204,238,808,,,
32,203,244,808,,,
33,203,244,808,,,
34,203,251,808,,,
35,204,258,808,,,
36,206,264,808,,,
37,238,285,838,,,
38,242,287,838,,,
39,244,288,845,,,
40,245,290,849,,,
41,245,292,853,,,
42,243,295,875,,,
43,217,305,957,,,
44,211,306,975,,,
45,206,306,975,,,
46,201,307,975,,,
47,201,307,975,,,
48,198,308,975,,,
49,195,309,969,,,
50,194,309,969,,,
51,193,309,941,,,
52,193,309,807,,,
53,194,309,573,,,
54,196,307,423,,,
55,196,307,423,,,
56,199,305,287,,,
57,202,302,111,,,
58,254,275,76,,,
59,254,275,76,,,
60,254,275,83,,,
61,253,274,103,,,
62,253,273,143,,,
63,252,272,187,,,
64,252,271,228,,,
65,252,270,290,,,
66,252,269,350,,,
67,251,269,419,,,
68,251,269,419,,,
69,251,269,506,,,
70,251,269,556,,,
71,251,270,576,,,
72,251,272,594,,,
73,252,275,640,,,
74,252,279,695,,,
75,253,282,723,,,
76,254,284,741,,,
77,254,284,741,,,
78,256,286,757,,,
79,258,287,762,,,
80,260,287,770,,,
81,262,287,783,,,
82,265,284,801,,,
83,267,281,820,,,
84,270,261,839,,,
85,270,259,843,,,
86,270,259,843,,,
87,269,259,863,,,
88,269,259,863,,,
89,268,261,863,,,
90,268,263,863,,,
91,268,267,867,,,
92,268,271,873,,,
93,268,274,880,,,
94,269,276,884,,,
95,271,278,892,,,
96,272,279,896,,,
