(1, 181, 247, 96)
(1, 181, 247, 96)
(1, 180, 247, 96)
(1, 180, 247, 111)
(1, 180, 247, 128)
(1, 180, 248, 130)
(1, 182, 251, 137)
(1, 184, 254, 139)
(1, 185, 257, 144)
(1, 188, 261, 156)
(1, 190, 266, 169)
(1, 193, 272, 173)
(1, 196, 279, 196)
(1, 200, 285, 221)
(1, 203, 293, 234)
(1, 207, 300, 244)
(1, 212, 308, 249)
(1, 216, 316, 253)
(1, 221, 324, 253)
(1, 226, 332, 253)
(1, 231, 340, 251)
(1, 236, 348, 251)
(1, 241, 356, 249)
(1, 245, 363, 240)
(1, 249, 370, 238)
(1, 253, 376, 217)
(1, 257, 382, 198)
(1, 260, 387, 165)
(1, 262, 390, 109)
(1, 264, 393, 23)
(1, 126, 329, 218)
(1, 125, 329, 234)
(1, 124, 327, 231)
(1, 124, 326, 234)
(1, 124, 323, 245)
(1, 124, 319, 245)
(1, 124, 315, 245)
(1, 125, 309, 248)
(1, 126, 302, 248)
(1, 130, 287, 249)
(1, 132, 278, 249)
(1, 135, 268, 249)
(1, 137, 259, 253)
(1, 140, 248, 254)
(1, 143, 238, 254)
(1, 147, 228, 254)
(1, 153, 207, 261)
(1, 155, 197, 261)
(1, 158, 187, 257)
(1, 160, 178, 255)
(1, 162, 170, 255)
(1, 165, 162, 247)
(1, 167, 156, 247)
(1, 170, 148, 238)
(1, 172, 145, 218)
(1, 174, 144, 182)
(1, 176, 144, 145)
(1, 177, 144, 117)
(1, 179, 146, 111)
(1, 181, 149, 111)
(1, 182, 152, 128)
(1, 184, 157, 144)
(1, 187, 162, 160)
(1, 190, 168, 175)
(1, 197, 182, 198)
(1, 201, 190, 208)
(1, 206, 199, 220)
(1, 211, 208, 231)
(1, 217, 217, 241)
(1, 242, 260, 240)
(1, 248, 271, 235)
(1, 254, 281, 228)
(1, 260, 291, 222)
(1, 265, 300, 220)
(1, 271, 309, 220)
(1, 276, 318, 220)
(1, 285, 334, 220)
(1, 290, 342, 214)
(1, 294, 349, 211)
(1, 297, 356, 192)
(1, 300, 362, 172)
(1, 303, 367, 160)
(1, 305, 372, 149)
(1, 307, 376, 138)
(1, 309, 379, 123)
(1, 310, 382, 31)
(1, 222, 351, 242)
(1, 221, 348, 242)
(1, 220, 344, 242)
(1, 219, 339, 245)
(1, 218, 333, 247)
(1, 218, 327, 245)
(1, 218, 319, 244)
(1, 219, 303, 245)
(1, 221, 296, 248)
(1, 222, 289, 250)
(1, 224, 283, 250)
(1, 227, 279, 245)
(1, 229, 276, 240)
(1, 236, 276, 195)
(1, 238, 278, 195)
(1, 241, 281, 196)
(1, 243, 284, 202)
(1, 245, 288, 214)
(1, 246, 292, 228)
(1, 248, 295, 247)
(1, 253, 305, 280)
(1, 255, 308, 285)
(1, 257, 309, 289)
(1, 259, 311, 291)
(1, 261, 311, 291)
(1, 265, 310, 288)
(1, 267, 307, 287)
(1, 269, 304, 287)
(1, 271, 299, 289)
(1, 272, 293, 289)
(1, 274, 287, 291)
(1, 276, 279, 292)
(1, 278, 271, 297)
(1, 280, 262, 298)
(1, 282, 253, 302)
(1, 284, 244, 302)
(1, 286, 235, 303)
(1, 288, 226, 303)
(1, 290, 218, 303)
(1, 292, 210, 298)
(1, 293, 202, 298)
(1, 295, 195, 297)
(1, 295, 189, 292)
(1, 295, 183, 284)
(1, 295, 176, 248)
(1, 295, 175, 224)
(1, 293, 175, 210)
(1, 292, 177, 179)
(1, 290, 181, 179)
(1, 288, 185, 192)
(1, 286, 191, 209)
(1, 285, 196, 227)
(1, 283, 202, 244)
(1, 282, 207, 264)
(1, 282, 211, 275)
(1, 282, 213, 287)
(1, 282, 215, 288)
(1, 283, 216, 288)
(1, 284, 217, 278)
(1, 286, 217, 269)
(1, 291, 214, 248)
(1, 291, 214, 248)
(1, 293, 211, 242)
(1, 296, 208, 240)
(1, 298, 205, 240)
(1, 300, 201, 240)
(1, 303, 198, 242)
(1, 305, 196, 242)
(1, 307, 195, 242)
(1, 309, 195, 241)
(1, 311, 195, 229)
(1, 316, 198, 225)
(1, 316, 198, 225)
(1, 318, 202, 231)
(1, 321, 207, 245)
(1, 328, 221, 276)
(1, 333, 230, 297)
(1, 333, 230, 297)
(1, 337, 240, 317)
(1, 347, 262, 342)
(1, 353, 274, 350)
(1, 353, 274, 350)
(1, 365, 299, 354)
(1, 371, 313, 354)
(1, 378, 326, 359)
(1, 384, 339, 363)
(1, 391, 353, 363)
(1, 397, 365, 363)
(1, 403, 377, 361)
(1, 408, 387, 361)
(1, 413, 395, 355)
(1, 418, 403, 348)
(1, 422, 409, 326)
(1, 426, 413, 295)
(1, 430, 417, 256)
(1, 433, 419, 186)
(1, 435, 420, 92)
(1, 320, 164, 90)
(1, 319, 164, 101)
(1, 319, 164, 101)
(1, 319, 164, 112)
(1, 319, 164, 112)
(1, 319, 164, 112)
(1, 320, 164, 107)
(1, 321, 166, 107)
(1, 323, 168, 117)
(1, 326, 170, 126)
(1, 328, 173, 136)
(1, 333, 181, 143)
(1, 335, 185, 144)
(1, 337, 189, 146)
(1, 339, 193, 147)
(1, 341, 196, 151)
(1, 342, 198, 157)
(1, 344, 199, 160)
(1, 347, 199, 165)
