1,243,157,46,,,
2,242,153,518,,,
3,242,154,594,,,
4,242,155,662,,,
5,242,157,781,,,
6,242,159,910,,,
7,243,173,1023,,,
8,253,225,1023,,,
9,262,265,1023,,,
10,262,270,1023,,,
11,264,276,1023,,,
12,259,244,1023,,,
13,248,191,1023,,,
14,244,165,1023,,,
15,244,161,1023,,,
16,248,140,1023,,,
17,257,145,1023,,,
18,255,194,1023,,,
19,242,230,1023,,,
20,237,232,1023,,,
21,253,200,1023,,,
22,259,194,1023,,,
23,270,198,1023,,,
24,269,207,1023,,,
25,273,185,1023,,,
26,286,182,1023,,,
27,287,184,1023,,,
28,291,193,1023,,,
29,297,175,1023,,,
30,303,184,1023,,,
31,310,183,1023,,,
32,311,180,1023,,,
33,313,113,1023,,,
34,304,93,1023,,,
35,302,93,1023,,,
36,302,96,1023,,,
37,302,106,1023,,,
38,302,106,1023,,,
39,316,208,1023,,,
40,335,289,1023,,,
41,282,239,1023,,,
42,196,246,1023,,,
43,192,246,1023,,,
44,214,230,1023,,,
45,245,207,1023,,,
46,308,166,1023,,,
47,367,131,1023,,,
48,394,114,1023,,,
49,408,106,1023,,,
50,411,104,1023,,,
51,410,106,1023,,,
52,405,110,1023,,,
53,393,121,1023,,,
54,385,132,853,,,
55,384,134,295,,,
