1,150,448,103,,,
2,150,448,103,,,
3,150,448,104,,,
4,150,448,104,,,
5,150,448,104,,,
6,150,448,103,,,
7,150,449,100,,,
8,150,449,100,,,
9,150,449,100,,,
10,152,451,102,,,
11,152,451,102,,,
12,153,452,104,,,
13,154,452,108,,,
14,155,453,114,,,
15,155,453,114,,,
16,156,453,119,,,
17,157,453,120,,,
18,158,453,128,,,
19,158,453,128,,,
20,159,452,144,,,
21,159,450,166,,,
22,159,450,166,,,
23,160,446,187,,,
24,161,441,205,,,
25,161,435,219,,,
26,161,428,231,,,
27,161,428,231,,,
28,161,421,239,,,
29,160,413,244,,,
30,160,405,244,,,
31,160,405,244,,,
32,159,399,244,,,
33,159,393,244,,,
34,158,388,244,,,
35,158,385,242,,,
36,158,385,242,,,
37,158,383,241,,,
38,158,382,241,,,
39,158,382,241,,,
40,158,382,239,,,
41,158,382,239,,,
42,158,382,234,,,
43,159,382,231,,,
44,160,383,228,,,
45,161,385,227,,,
46,161,385,227,,,
47,162,388,227,,,
48,164,391,227,,,
49,166,395,227,,,
50,168,399,226,,,
51,168,399,226,,,
52,170,403,226,,,
53,172,408,226,,,
54,175,412,227,,,
55,178,417,227,,,
56,178,417,227,,,
57,180,422,227,,,
58,182,426,228,,,
59,184,429,228,,,
60,185,431,228,,,
61,185,431,228,,,
62,185,433,228,,,
63,185,434,228,,,
64,185,435,228,,,
65,185,436,228,,,
66,185,436,228,,,
67,185,437,228,,,
68,184,437,225,,,
69,182,437,223,,,
70,180,437,222,,,
71,180,437,222,,,
72,178,437,221,,,
73,175,435,215,,,
74,172,434,209,,,
75,172,434,209,,,
76,169,431,206,,,
77,167,429,205,,,
78,165,427,205,,,
79,164,425,207,,,
80,163,424,210,,,
81,163,424,210,,,
82,163,424,216,,,
83,163,424,216,,,
84,163,423,216,,,
85,163,423,214,,,
86,163,423,214,,,
87,164,423,214,,,
88,165,422,212,,,
89,166,422,210,,,
90,167,421,209,,,
91,167,421,209,,,
92,169,420,209,,,
93,171,418,209,,,
94,172,416,209,,,
95,174,413,209,,,
96,175,410,211,,,
97,175,410,211,,,
98,176,408,212,,,
99,177,405,213,,,
100,177,402,215,,,
101,177,399,219,,,
102,177,399,219,,,
103,177,398,221,,,
104,177,397,224,,,
