1,217,138,80,,,
2,220,129,265,,,
3,220,129,265,,,
4,199,170,370,,,
5,161,235,543,,,
6,154,218,535,,,
7,238,139,485,,,
8,247,133,537,,,
9,255,128,594,,,
10,262,124,647,,,
11,278,141,700,,,
12,200,182,838,,,
13,141,192,711,,,
14,197,219,491,,,
15,198,226,594,,,
16,171,228,530,,,
17,159,241,468,,,
18,159,243,462,,,
19,156,255,571,,,
20,178,238,647,,,
21,182,233,651,,,
22,206,208,702,,,
23,191,236,918,,,
24,188,242,935,,,
25,212,274,977,,,
26,244,256,969,,,
27,223,271,929,,,
28,230,298,1010,,,
29,237,300,1012,,,
30,246,301,1012,,,
31,255,301,1016,,,
32,255,301,1016,,,
33,265,301,1016,,,
34,275,299,992,,,
35,275,299,992,,,
36,285,296,979,,,
37,317,276,859,,,
38,305,261,926,,,
39,271,293,1008,,,
40,269,306,1023,,,
41,254,338,878,,,
42,234,321,937,,,
43,234,318,951,,,
44,241,312,969,,,
45,241,312,969,,,
46,255,307,981,,,
47,255,307,981,,,
48,276,301,994,,,
49,288,298,994,,,
50,288,298,994,,,
51,301,294,992,,,
52,315,289,983,,,
53,341,276,935,,,
54,354,269,891,,,
55,366,262,867,,,
56,377,254,841,,,
57,394,238,847,,,
58,400,232,859,,,
59,407,222,929,,,
60,408,219,965,,,
61,408,217,977,,,
62,403,217,979,,,
63,399,220,979,,,
64,399,220,979,,,
65,394,224,1000,,,
66,387,229,1023,,,
67,380,236,1023,,,
68,380,236,1023,,,
69,371,245,1023,,,
70,371,245,1023,,,
71,362,254,1023,,,
72,353,264,1023,,,
73,335,286,1023,,,
74,320,306,1023,,,
75,314,315,1023,,,
76,309,322,1023,,,
77,306,328,1023,,,
78,306,328,1023,,,
79,304,336,1023,,,
80,304,338,1023,,,
81,307,337,1023,,,
82,307,337,1023,,,
83,311,335,1023,,,
84,316,332,1023,,,
85,323,328,1023,,,
86,330,324,1023,,,
87,341,317,1023,,,
88,341,317,1023,,,
89,345,315,1023,,,
90,348,313,1023,,,
91,350,312,1023,,,
92,350,312,1023,,,
93,350,312,1023,,,
94,350,312,1023,,,
95,349,316,1023,,,
96,345,325,1023,,,
97,342,330,1023,,,
98,339,336,1023,,,
99,334,349,1023,,,
100,332,354,1023,,,
101,332,364,1023,,,
102,335,370,1023,,,
103,344,371,1023,,,
104,344,371,1023,,,
105,356,368,1023,,,
106,356,368,1023,,,
107,364,364,1023,,,
108,373,360,1023,,,
109,373,360,1023,,,
110,382,354,1023,,,
111,391,347,1023,,,
112,391,347,1023,,,
113,401,339,1023,,,
114,410,329,1023,,,
115,420,320,1023,,,
116,420,320,1023,,,
117,428,310,1023,,,
118,442,292,1023,,,
119,442,292,1023,,,
120,450,280,1023,,,
121,451,277,1023,,,
122,451,277,1023,,,
123,451,275,1023,,,
124,450,275,1023,,,
125,450,275,1023,,,
126,447,277,1023,,,
127,443,280,1023,,,
128,439,285,1023,,,
129,439,285,1023,,,
130,433,291,1023,,,
131,428,299,1023,,,
132,428,299,1023,,,
133,422,308,1023,,,
134,411,328,1023,,,
135,405,338,1023,,,
136,405,338,1023,,,
137,399,347,1023,,,
138,394,356,1023,,,
139,394,356,1023,,,
140,390,363,1023,,,
141,384,373,1023,,,
142,384,373,1023,,,
143,382,377,1023,,,
144,382,377,1023,,,
145,382,377,1023,,,
146,383,376,1023,,,
147,390,369,1023,,,
148,390,369,1023,,,
149,402,360,1023,,,
150,415,352,1023,,,
151,421,349,1023,,,
152,431,345,1023,,,
153,436,344,1023,,,
154,437,345,1023,,,
155,437,347,1023,,,
